Unnamed: 0,Time,Open,High,Low,Close,volume,spread,real_volume,sma_20,sma_200,bearish_cross,bullish_cross,engulfing,bullish_engulfing,bearish_engulfing
71500,2023-09-20 17:00:00,1.07163,1.07263,1.07153,1.07246,372,16,0,1.070914999999999,1.0692737999999986,False,True,0,False,False
71501,2023-09-20 17:03:00,1.07247,1.07266,1.07222,1.07229,330,16,0,1.0710189999999988,1.0692956499999988,False,True,0,False,False
71502,2023-09-20 17:06:00,1.0723,1.07244,1.07207,1.0724,251,16,0,1.0711204999999988,1.0693183499999988,False,True,0,False,False
71503,2023-09-20 17:09:00,1.07239,1.07252,1.07224,1.07226,243,16,0,1.071203999999999,1.0693405499999988,False,True,0,False,False
71504,2023-09-20 17:12:00,1.07224,1.07234,1.07196,1.07198,237,16,0,1.071259999999999,1.0693613499999983,False,True,0,False,False
71505,2023-09-20 17:15:00,1.07197,1.07198,1.07128,1.07132,270,16,0,1.071296499999999,1.0693787999999986,False,True,0,False,False
71506,2023-09-20 17:18:00,1.07133,1.07141,1.07123,1.07138,233,16,0,1.071346999999999,1.0693963999999987,False,True,0,False,False
71507,2023-09-20 17:21:00,1.0714,1.07163,1.07123,1.07157,227,16,0,1.071393999999999,1.0694148499999987,False,True,0,False,False
71508,2023-09-20 17:24:00,1.07155,1.07172,1.07138,1.07166,206,16,0,1.071457499999999,1.0694337999999988,False,True,0,False,False
71509,2023-09-20 17:27:00,1.07167,1.07201,1.07165,1.0717,205,16,0,1.071520499999999,1.0694531499999989,False,True,0,False,False
71510,2023-09-20 17:30:00,1.07172,1.07199,1.07166,1.07194,236,16,0,1.0715834999999991,1.069473449999999,False,True,0,False,False
71511,2023-09-20 17:33:00,1.07195,1.07213,1.07188,1.07189,177,16,0,1.071632999999999,1.069493149999999,False,True,0,False,False
71512,2023-09-20 17:36:00,1.0719,1.07219,1.07188,1.07208,124,16,0,1.071694499999999,1.069513749999999,False,True,0,False,False
71513,2023-09-20 17:39:00,1.07209,1.07229,1.07194,1.07219,163,16,0,1.071756999999999,1.0695353499999989,False,True,0,False,False
71514,2023-09-20 17:42:00,1.0722,1.07231,1.07214,1.07217,195,16,0,1.071816999999999,1.069557399999999,False,True,0,False,False
71515,2023-09-20 17:45:00,1.07218,1.07219,1.07189,1.07201,189,16,0,1.071854999999999,1.0695780999999989,False,True,0,False,False
71516,2023-09-20 17:48:00,1.072,1.07211,1.07162,1.07181,182,16,0,1.0718834999999989,1.069598099999999,False,True,0,False,False
71517,2023-09-20 17:51:00,1.07182,1.07195,1.07174,1.07189,191,16,0,1.071907499999999,1.0696184499999988,False,True,0,False,False
71518,2023-09-20 17:54:00,1.07188,1.07203,1.07183,1.07199,110,16,0,1.071930499999999,1.0696392999999988,False,True,0,False,False
71519,2023-09-20 17:57:00,1.07197,1.07198,1.07174,1.07189,174,16,0,1.071943999999999,1.0696598499999987,False,True,0,False,False
71520,2023-09-20 18:00:00,1.07188,1.0719,1.07147,1.07148,200,16,0,1.0718949999999992,1.0696781499999988,False,True,0,False,False
71521,2023-09-20 18:03:00,1.07149,1.07189,1.07149,1.07186,154,16,0,1.0718734999999993,1.0696983499999986,False,True,0,False,False
71522,2023-09-20 18:06:00,1.07187,1.07194,1.07179,1.07185,175,16,0,1.0718459999999992,1.0697173999999987,False,True,0,False,False
71523,2023-09-20 18:09:00,1.07186,1.07218,1.07186,1.07202,202,16,0,1.071833999999999,1.0697379499999986,False,True,0,False,False
71524,2023-09-20 18:12:00,1.07201,1.07237,1.07199,1.0721,156,16,0,1.071839999999999,1.0697590999999986,False,True,0,False,False
71525,2023-09-20 18:15:00,1.07211,1.07213,1.07195,1.07196,190,16,0,1.071871999999999,1.0697795499999987,False,True,-100,False,True
71526,2023-09-20 18:18:00,1.07195,1.07204,1.07188,1.07196,109,16,0,1.071900999999999,1.0697999499999986,False,True,0,False,False
71527,2023-09-20 18:21:00,1.07197,1.07205,1.0718,1.07186,135,16,0,1.071915499999999,1.0698190499999989,False,True,-100,False,True
71528,2023-09-20 18:24:00,1.07189,1.07192,1.07163,1.07176,153,16,0,1.071920499999999,1.0698376999999986,False,True,0,False,False
71529,2023-09-20 18:27:00,1.07177,1.07177,1.07148,1.07164,148,16,0,1.071917499999999,1.0698557499999988,False,True,0,False,False
71530,2023-09-20 18:30:00,1.07165,1.07194,1.07165,1.07169,153,16,0,1.0719049999999988,1.0698733999999983,False,True,0,False,False
71531,2023-09-20 18:33:00,1.07172,1.07184,1.07169,1.07181,122,16,0,1.0719009999999989,1.0698915499999986,False,True,0,False,False
71532,2023-09-20 18:36:00,1.07182,1.07191,1.0717,1.0717,115,16,0,1.071881999999999,1.0699090999999985,False,True,-100,False,True
71533,2023-09-20 18:39:00,1.07169,1.07169,1.07147,1.07147,114,16,0,1.071845999999999,1.0699256499999985,False,True,0,False,False
71534,2023-09-20 18:42:00,1.07149,1.07154,1.07135,1.0715,149,16,0,1.071812499999999,1.0699427499999985,False,True,0,False,False
71535,2023-09-20 18:45:00,1.07153,1.0718,1.0715,1.07169,96,16,0,1.0717964999999992,1.0699612999999983,False,True,0,False,False
71536,2023-09-20 18:48:00,1.07168,1.07177,1.07146,1.07149,84,16,0,1.0717804999999991,1.0699790499999984,False,True,0,False,False
71537,2023-09-20 18:51:00,1.07149,1.07161,1.07136,1.07149,127,16,0,1.0717604999999992,1.0699965499999984,False,True,0,False,False
71538,2023-09-20 18:54:00,1.07153,1.07167,1.07146,1.07159,115,16,0,1.071740499999999,1.0700150999999984,False,True,0,False,False
71539,2023-09-20 18:57:00,1.07161,1.07169,1.07128,1.07136,130,16,0,1.0717139999999992,1.0700318499999986,False,True,-100,False,True
71540,2023-09-20 19:00:00,1.07135,1.07179,1.0713,1.07179,203,16,0,1.0717294999999991,1.0700503999999984,False,True,100,True,False
71541,2023-09-20 19:03:00,1.0718,1.07204,1.0718,1.07204,139,16,0,1.071738499999999,1.0700687499999983,False,True,0,False,False
71542,2023-09-20 19:06:00,1.07205,1.07231,1.07198,1.07229,104,16,0,1.071760499999999,1.0700872999999984,False,True,0,False,False
71543,2023-09-20 19:09:00,1.0723,1.07245,1.0723,1.07233,103,16,0,1.0717759999999992,1.0701057999999983,False,True,0,False,False
71544,2023-09-20 19:12:00,1.07234,1.0725,1.07231,1.07249,106,16,0,1.071795499999999,1.0701254499999984,False,True,0,False,False
71545,2023-09-20 19:15:00,1.0725,1.07265,1.07245,1.07257,108,16,0,1.071825999999999,1.0701440999999985,False,True,0,False,False
71546,2023-09-20 19:18:00,1.07258,1.07266,1.07253,1.07266,84,16,0,1.0718609999999988,1.0701629999999984,False,True,0,False,False
71547,2023-09-20 19:21:00,1.07265,1.07317,1.07265,1.07295,176,16,0,1.071915499999999,1.0701823999999984,False,True,0,False,False
71548,2023-09-20 19:24:00,1.07296,1.07322,1.07293,1.07317,155,16,0,1.0719859999999988,1.0702034499999984,False,True,0,False,False
71549,2023-09-20 19:27:00,1.07318,1.07361,1.07316,1.07361,99,16,0,1.0720844999999988,1.0702266999999983,False,True,0,False,False
71550,2023-09-20 19:30:00,1.07359,1.07359,1.07334,1.07357,106,16,0,1.0721784999999988,1.0702508999999985,False,True,0,False,False
71551,2023-09-20 19:33:00,1.07359,1.07361,1.07344,1.07345,116,16,0,1.072260499999999,1.0702742999999983,False,True,0,False,False
71552,2023-09-20 19:36:00,1.07344,1.07352,1.07327,1.0735,92,16,0,1.0723504999999989,1.0702971499999985,False,True,0,False,False
71553,2023-09-20 19:39:00,1.07348,1.07355,1.07327,1.07349,148,16,0,1.0724514999999988,1.0703187999999983,False,True,0,False,False
71554,2023-09-20 19:42:00,1.0735,1.07359,1.07348,1.07349,56,16,0,1.0725509999999987,1.0703403999999983,False,True,0,False,False
71555,2023-09-20 19:45:00,1.07347,1.07354,1.07338,1.07353,79,16,0,1.072642999999999,1.0703633499999985,False,True,100,True,False
71556,2023-09-20 19:48:00,1.07355,1.07356,1.07327,1.0735,120,16,0,1.0727434999999987,1.0703879999999983,False,True,0,False,False
71557,2023-09-20 19:51:00,1.07349,1.07349,1.07315,1.07318,108,16,0,1.0728279999999988,1.0704115999999984,False,True,0,False,False
