Unnamed: 0,Time,Open,High,Low,Close,volume,spread,real_volume,sma_20,sma_200,bearish_cross,bullish_cross,engulfing,bullish_engulfing,bearish_engulfing
0,2023-02-23 17:54:00,1.05895,1.0593,1.0589,1.05913,325,16,0,,,False,False,0,False,False
1,2023-02-23 17:57:00,1.05912,1.05967,1.05909,1.05961,324,16,0,,,False,False,0,False,False
2,2023-02-23 18:00:00,1.05962,1.05967,1.05937,1.05957,325,16,0,,,False,False,0,False,False
3,2023-02-23 18:03:00,1.05957,1.05973,1.05939,1.05942,292,16,0,,,False,False,0,False,False
4,2023-02-23 18:06:00,1.05941,1.05941,1.05872,1.05909,339,16,0,,,False,False,0,False,False
5,2023-02-23 18:09:00,1.05908,1.05919,1.05887,1.05891,270,16,0,,,False,False,0,False,False
6,2023-02-23 18:12:00,1.05894,1.05909,1.05882,1.05907,341,16,0,,,False,False,0,False,False
7,2023-02-23 18:15:00,1.05906,1.05925,1.05878,1.05925,283,16,0,,,False,False,0,False,False
8,2023-02-23 18:18:00,1.05927,1.05946,1.05913,1.05934,211,16,0,,,False,False,0,False,False
9,2023-02-23 18:21:00,1.05933,1.05947,1.05905,1.05913,233,16,0,,,False,False,0,False,False
10,2023-02-23 18:24:00,1.05912,1.05942,1.05904,1.05942,277,16,0,,,False,False,100,True,False
11,2023-02-23 18:27:00,1.05941,1.05951,1.0591,1.05922,315,16,0,,,False,False,0,False,False
12,2023-02-23 18:30:00,1.05925,1.05938,1.05903,1.05923,281,16,0,,,False,False,0,False,False
13,2023-02-23 18:33:00,1.05924,1.05942,1.05908,1.05908,282,16,0,,,False,False,0,False,False
14,2023-02-23 18:36:00,1.05906,1.05925,1.0589,1.05893,253,16,0,,,False,False,0,False,False
15,2023-02-23 18:39:00,1.05892,1.05894,1.05862,1.05871,307,16,0,,,False,False,0,False,False
16,2023-02-23 18:42:00,1.05869,1.05872,1.05826,1.05851,277,16,0,,,False,False,0,False,False
17,2023-02-23 18:45:00,1.0585,1.05867,1.05836,1.05842,247,16,0,,,False,False,0,False,False
18,2023-02-23 18:48:00,1.05842,1.05866,1.05837,1.05847,219,16,0,,,False,False,0,False,False
19,2023-02-23 18:51:00,1.05846,1.05857,1.05821,1.05822,196,16,0,1.0590365,,False,False,0,False,False
20,2023-02-23 18:54:00,1.05821,1.05829,1.05806,1.05809,233,16,0,1.0589844999999998,,False,False,0,False,False
21,2023-02-23 18:57:00,1.05807,1.05817,1.05784,1.05816,232,16,0,1.058912,,False,False,0,False,False
22,2023-02-23 19:00:00,1.05817,1.05848,1.05807,1.05835,237,16,0,1.058851,,False,False,0,False,False
23,2023-02-23 19:03:00,1.05837,1.05837,1.05805,1.05808,128,16,0,1.058784,,False,False,-100,False,True
24,2023-02-23 19:06:00,1.05808,1.05832,1.05805,1.05817,155,16,0,1.058738,,False,False,0,False,False
25,2023-02-23 19:09:00,1.05819,1.05822,1.05784,1.05807,229,16,0,1.058696,,False,False,-100,False,True
26,2023-02-23 19:12:00,1.05807,1.05809,1.05761,1.05772,252,16,0,1.0586285,,False,False,0,False,False
27,2023-02-23 19:15:00,1.05773,1.0581,1.05772,1.05799,198,16,0,1.0585655,,False,False,0,False,False
28,2023-02-23 19:18:00,1.05795,1.05795,1.05768,1.05783,165,16,0,1.0584900000000002,,False,False,0,False,False
29,2023-02-23 19:21:00,1.05784,1.05809,1.05783,1.05803,119,16,0,1.058435,,False,False,0,False,False
30,2023-02-23 19:24:00,1.05803,1.05833,1.05803,1.0583,157,16,0,1.058379,,False,False,0,False,False
31,2023-02-23 19:27:00,1.05829,1.05836,1.0581,1.05814,110,16,0,1.0583250000000002,,False,False,0,False,False
32,2023-02-23 19:30:00,1.05813,1.05817,1.05798,1.05814,153,16,0,1.0582705000000003,,False,False,0,False,False
33,2023-02-23 19:33:00,1.05813,1.05843,1.05813,1.05827,175,16,0,1.0582300000000002,,False,False,0,False,False
34,2023-02-23 19:36:00,1.05827,1.05837,1.05809,1.05813,112,16,0,1.0581900000000002,,False,False,0,False,False
35,2023-02-23 19:39:00,1.05812,1.05826,1.05806,1.0581,152,16,0,1.0581595,,False,False,0,False,False
36,2023-02-23 19:42:00,1.0581,1.05838,1.05801,1.05834,150,16,0,1.058151,,False,False,0,False,False
37,2023-02-23 19:45:00,1.05833,1.05834,1.0581,1.05827,203,16,0,1.0581435000000003,,False,False,0,False,False
38,2023-02-23 19:48:00,1.05828,1.05849,1.05815,1.05843,158,16,0,1.0581415000000003,,False,False,0,False,False
39,2023-02-23 19:51:00,1.05843,1.05846,1.05823,1.05827,85,16,0,1.0581440000000004,,False,False,0,False,False
40,2023-02-23 19:54:00,1.05827,1.05835,1.0582,1.05827,93,16,0,1.0581530000000003,,False,False,0,False,False
41,2023-02-23 19:57:00,1.05828,1.05848,1.05812,1.05844,168,16,0,1.0581670000000003,,False,False,0,False,False
42,2023-02-23 20:00:00,1.05846,1.05881,1.05825,1.05832,273,16,0,1.0581655000000003,,False,False,0,False,False
43,2023-02-23 20:03:00,1.05831,1.05838,1.05805,1.05806,158,16,0,1.0581645000000004,,False,False,0,False,False
44,2023-02-23 20:06:00,1.05802,1.05822,1.058,1.05821,164,16,0,1.0581665000000002,,False,False,0,False,False
45,2023-02-23 20:09:00,1.05822,1.05827,1.05804,1.05825,181,16,0,1.0581755000000004,,False,False,0,False,False
46,2023-02-23 20:12:00,1.05823,1.05848,1.05818,1.05848,142,16,0,1.0582135000000004,,False,False,0,False,False
47,2023-02-23 20:15:00,1.05847,1.05863,1.05831,1.05832,172,16,0,1.0582300000000002,,False,False,0,False,False
48,2023-02-23 20:18:00,1.05833,1.05858,1.05831,1.05856,124,16,0,1.0582665000000002,,False,False,0,False,False
49,2023-02-23 20:21:00,1.05853,1.05867,1.05849,1.05865,141,16,0,1.0582975000000003,,False,False,0,False,False
50,2023-02-23 20:24:00,1.05866,1.05866,1.05827,1.05832,188,16,0,1.0582985000000005,,False,False,-100,False,True
51,2023-02-23 20:27:00,1.05832,1.05841,1.05822,1.05839,168,16,0,1.0583110000000002,,False,False,0,False,False
52,2023-02-23 20:30:00,1.05838,1.05846,1.05832,1.05841,141,16,0,1.0583245,,False,False,0,False,False
53,2023-02-23 20:33:00,1.05842,1.05853,1.05816,1.05816,134,16,0,1.058319,,False,False,-100,False,True
54,2023-02-23 20:36:00,1.05817,1.05838,1.05812,1.05838,124,16,0,1.0583315,,False,False,0,False,False
55,2023-02-23 20:39:00,1.05842,1.05879,1.05841,1.05876,178,16,0,1.0583645000000002,,False,False,0,False,False
56,2023-02-23 20:42:00,1.05875,1.05881,1.05864,1.05877,198,16,0,1.058386,,False,False,0,False,False
57,2023-02-23 20:45:00,1.05877,1.05893,1.05873,1.05893,197,16,0,1.058419,,False,False,0,False,False
58,2023-02-23 20:48:00,1.05894,1.05924,1.05892,1.05907,187,16,0,1.0584509999999998,,False,False,0,False,False
59,2023-02-23 20:51:00,1.05907,1.05921,1.05892,1.05897,145,16,0,1.0584859999999998,,False,False,0,False,False
