Unnamed: 0,Time,Open,High,Low,Close,volume,spread,real_volume,sma_20,sma_200,bearish_cross,bullish_cross,engulfing,bullish_engulfing,bearish_engulfing
33000,2023-05-31 11:57:00,1.06596,1.06613,1.06578,1.06588,335,16,0,1.0666319999999998,1.0701279999999984,True,False,0,False,False
33001,2023-05-31 12:00:00,1.06607,1.06689,1.06607,1.06659,227,16,0,1.0665979999999995,1.0700950999999983,True,False,0,False,False
33002,2023-05-31 12:03:00,1.06659,1.06684,1.06653,1.0666,165,16,0,1.0665649999999998,1.0700627499999984,True,False,0,False,False
33003,2023-05-31 12:06:00,1.06659,1.06693,1.06644,1.0667,179,16,0,1.0665539999999998,1.0700309999999984,True,False,0,False,False
33004,2023-05-31 12:09:00,1.0667,1.06672,1.06618,1.06618,135,16,0,1.0665269999999998,1.0699965499999984,True,False,0,False,False
33005,2023-05-31 12:12:00,1.06619,1.06628,1.06614,1.06624,133,16,0,1.0665089999999997,1.0699621499999985,True,False,0,False,False
33006,2023-05-31 12:15:00,1.06624,1.0664,1.06595,1.06598,107,16,0,1.0664739999999997,1.0699259999999984,True,False,0,False,False
33007,2023-05-31 12:18:00,1.06598,1.06618,1.06597,1.06613,112,16,0,1.0664479999999998,1.0698897499999984,True,False,0,False,False
33008,2023-05-31 12:21:00,1.06608,1.06641,1.06608,1.06628,88,16,0,1.0664154999999995,1.0698537999999984,True,False,0,False,False
33009,2023-05-31 12:24:00,1.06629,1.06665,1.06614,1.06663,131,16,0,1.0663929999999997,1.0698198499999985,True,False,0,False,False
33010,2023-05-31 12:27:00,1.06664,1.0673,1.06663,1.06716,164,16,0,1.0664024999999997,1.069788649999999,True,False,0,False,False
33011,2023-05-31 12:30:00,1.06716,1.06723,1.0669,1.06712,147,16,0,1.0664134999999997,1.0697569999999983,True,False,0,False,False
33012,2023-05-31 12:33:00,1.06711,1.06755,1.06695,1.06732,157,16,0,1.0664304999999996,1.0697262499999984,True,False,100,True,False
33013,2023-05-31 12:36:00,1.0673,1.06754,1.06715,1.0672,116,16,0,1.0664564999999997,1.0696957499999986,True,False,0,False,False
33014,2023-05-31 12:39:00,1.0672,1.06751,1.0672,1.06749,101,16,0,1.0665154999999993,1.0696668499999986,True,False,0,False,False
33015,2023-05-31 12:42:00,1.06748,1.06754,1.06727,1.06738,72,16,0,1.0665644999999992,1.0696377499999985,True,False,0,False,False
33016,2023-05-31 12:45:00,1.06735,1.06735,1.06703,1.06704,86,16,0,1.0666034999999991,1.0696072499999985,True,False,0,False,False
