Unnamed: 0,Time,Open,High,Low,Close,volume,spread,real_volume,sma_20,sma_200,bearish_cross,bullish_cross,engulfing,bullish_engulfing,bearish_engulfing
77000,2023-10-06 04:00:00,1.05407,1.05413,1.05392,1.05402,93,16,0,1.0543640000000007,1.054204249999998,False,True,0,False,False
77001,2023-10-06 04:03:00,1.05401,1.05401,1.0539,1.05393,38,18,0,1.0543315000000006,1.054213349999998,False,True,0,False,False
77002,2023-10-06 04:06:00,1.05392,1.05399,1.05383,1.05398,54,16,0,1.0543060000000006,1.054222799999998,False,True,0,False,False
77003,2023-10-06 04:09:00,1.05399,1.05405,1.05388,1.05398,66,17,0,1.0542785000000006,1.054229349999998,False,True,0,False,False
77004,2023-10-06 04:12:00,1.05397,1.05398,1.05382,1.05383,48,17,0,1.0542400000000005,1.054236299999998,False,True,0,False,False
77005,2023-10-06 04:15:00,1.05383,1.05396,1.05372,1.05377,90,17,0,1.054209500000001,1.0542423499999982,True,False,0,False,False
77006,2023-10-06 04:18:00,1.05378,1.05395,1.05377,1.05392,61,16,0,1.0541805000000006,1.054250349999998,True,False,0,False,False
77007,2023-10-06 04:21:00,1.05392,1.05398,1.05383,1.05397,86,17,0,1.0541575000000007,1.0542583999999982,True,False,0,False,False
77008,2023-10-06 04:24:00,1.05398,1.05404,1.05383,1.05388,55,17,0,1.0541375000000008,1.054264849999998,True,False,-100,False,True
77009,2023-10-06 04:27:00,1.05388,1.05394,1.05373,1.05394,49,16,0,1.054120500000001,1.054271349999998,True,False,0,False,False
77010,2023-10-06 04:30:00,1.05393,1.05421,1.05388,1.0542,133,16,0,1.0541185000000008,1.054278149999998,True,False,0,False,False
77011,2023-10-06 04:33:00,1.05419,1.05423,1.05386,1.05397,170,16,0,1.054100000000001,1.054282149999998,True,False,0,False,False
77012,2023-10-06 04:36:00,1.05396,1.05425,1.05396,1.05422,164,16,0,1.054100000000001,1.054287849999998,True,False,100,True,False
77013,2023-10-06 04:39:00,1.05422,1.05437,1.05421,1.05423,122,17,0,1.0540900000000009,1.054291349999998,True,False,0,False,False
77014,2023-10-06 04:42:00,1.05424,1.05424,1.05408,1.05408,103,17,0,1.0540725000000009,1.054297649999998,True,False,-100,False,True
77015,2023-10-06 04:45:00,1.05408,1.05417,1.05393,1.05403,86,16,0,1.054048000000001,1.054302699999998,True,False,0,False,False
77016,2023-10-06 04:48:00,1.05403,1.05405,1.05387,1.05401,92,16,0,1.054029000000001,1.054310399999998,True,False,0,False,False
77017,2023-10-06 04:51:00,1.054,1.05415,1.054,1.05413,77,16,0,1.054021500000001,1.054317249999998,True,False,100,True,False
77018,2023-10-06 04:54:00,1.05412,1.05419,1.05408,1.05414,59,17,0,1.054015000000001,1.054323549999998,True,False,0,False,False
77019,2023-10-06 04:57:00,1.0542,1.05423,1.05414,1.05422,61,16,0,1.0540225000000012,1.054332199999998,True,False,0,False,False
77020,2023-10-06 05:00:00,1.0542,1.05421,1.05409,1.05415,66,16,0,1.0540290000000012,1.0543403999999978,True,False,0,False,False
77021,2023-10-06 05:03:00,1.05418,1.0542,1.05407,1.05413,66,16,0,1.054039000000001,1.0543474999999978,True,False,0,False,False
77022,2023-10-06 05:06:00,1.05414,1.0542,1.05407,1.05414,40,16,0,1.054047000000001,1.054353799999998,True,False,0,False,False
77023,2023-10-06 05:09:00,1.05415,1.05424,1.0541,1.05411,58,16,0,1.0540535000000013,1.054358399999998,True,False,-100,False,True
77024,2023-10-06 05:12:00,1.05411,1.0542,1.05405,1.05418,71,16,0,1.054071000000001,1.054362749999998,True,False,0,False,False
77025,2023-10-06 05:15:00,1.05416,1.05417,1.0541,1.05415,74,17,0,1.054090000000001,1.0543671499999978,True,False,0,False,False
77026,2023-10-06 05:18:00,1.05415,1.05418,1.05406,1.05411,59,17,0,1.054099500000001,1.0543709499999978,True,False,0,False,False
77027,2023-10-06 05:21:00,1.05411,1.05436,1.05411,1.05424,64,16,0,1.0541130000000012,1.0543748999999978,True,False,0,False,False
77028,2023-10-06 05:24:00,1.05425,1.05432,1.05422,1.05423,53,18,0,1.0541305000000012,1.0543780999999977,True,False,0,False,False
77029,2023-10-06 05:27:00,1.05424,1.05434,1.05422,1.05426,62,16,0,1.0541465000000012,1.0543804499999978,True,False,0,False,False
77030,2023-10-06 05:30:00,1.05426,1.05435,1.05423,1.05424,67,17,0,1.054148500000001,1.0543834499999978,True,False,0,False,False
77031,2023-10-06 05:33:00,1.05424,1.05428,1.05417,1.05428,27,17,0,1.054164000000001,1.0543862499999976,True,False,0,False,False
